directorio,secuencia_encuesta,secuencia_p,orden,propension_12m,consumo_12m,consumo_12m_missing_original,precio_compra,log_precio_compra,cantidad_consumo,gasto_valor,sexo,sexo_label,edad,edad_cuadrado,d2_05,educacion_label,educacion_grupo,n_hijos,familiares_consumen,amigos_consumen,probaria_sustancias,cannabis_medicinal,actividad_laboral,regimen_salud,sintomas_depresivos,anhedonia,riesgo_marihuana_ocasional,riesgo_marihuana_frecuente,frecuencia_consumo,facil_marihuana,consumo_vida,consumo_30d,consumo_reciente,edad_inicio,tipo_sustancia,lugar_consumo,forma_conseguir,gasto_total,gasto_descripcion,riesgo_marihuana,riesgo_cocaina,riesgo_basuco,riesgo_extasis,riesgo_heroina,riesgo_lsd,riesgo_inhalantes,riesgo_anfetaminas,riesgo_tranquilizantes,facilidad_conseguir,facil_cocaina,facil_basuco,actitud_marihuana,actitud_cocaina,actitud_basuco,actitud_extasis,actitud_heroina,actitud_lsd,actitud_inhalantes,actitud_anfetaminas,actitud_tranquilizantes,actitud_drogas_general,actitud_legalizacion,actitud_regulacion,actitud_prevencion,actitud_sanciones,actitud_tratamiento,d2_01,d2_03,d2_04,d2_06,d2_07,g_01,g_02,g_04,g_09,d_02,d_07,d_09,d_10,d_11_f,d_11_g
12801,1,1,1,0,,1,,,,,1,Hombre,64,4096,5,Media,Media,4,1.0,1.0,0.0,1.0,Ocio,Subsidiado,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,4,1.0,1.0,1,1,2,1,7,3.0,1,1,4,4
12809,1,1,1,0,,1,,,,,2,Mujer,20,400,7,Universitaria,Superior,0,1.0,1.0,0.0,1.0,Estudiando,,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,1,1,2,1,3,,2,2,3,3
12849,2,1,2,0,,1,,,1.0,,2,Mujer,26,676,6,Tecnica/tecnologica,Superior,1,1.0,1.0,1.0,1.0,Oficios del hogar,Subsidiado,1.0,1.0,4.0,2.0,1,,1.0,,,3,1.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,2,1,1.0,2.0,1,1,1,1,4,3.0,1,1,4,2
12866,1,1,1,1,1.0,0,,,1.0,,1,Hombre,24,576,3,Basica primaria,Baja,3,1.0,1.0,0.0,0.0,Trabajando,,1.0,1.0,3.0,3.0,1,,,,,3,1.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9,2,3,1.0,1.0,1,1,2,2,1,,1,1,3,3
12877,2,1,2,0,,1,,,,,1,Hombre,33,1089,5,Media,Media,1,0.0,1.0,1.0,1.0,Trabajando,,0.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,1.0,2,1,1,1,1,,2,2,1,2
12889,2,1,2,1,1.0,0,,,,,1,Hombre,20,400,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,1,1,1.0,2,2,2,2
12893,1,1,1,1,1.0,0,,,,,2,Mujer,52,2704,4,Basica secundaria,Media,2,0.0,0.0,0.0,1.0,Oficios del hogar,Subsidiado,1.0,1.0,2.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,2,1.0,2.0,2,2,2,1,4,3.0,1,1,2,4
12894,2,1,2,1,1.0,0,,,1.0,,2,Mujer,21,441,7,Universitaria,Superior,0,0.0,1.0,1.0,1.0,Estudiando,Contributivo,0.0,0.0,4.0,4.0,1,1.0,,,,3,2.0,2.0,,2.0,,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,2.0,2.0,2,1,1,1,3,1.0,2,2,4,4
12942,1,1,1,1,1.0,0,150000.0,11.918390573078392,60.0,2000.0,1,Hombre,32,1024,5,Media,Media,2,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,1,,1.0,,,3,5.0,1.0,30.0,1.0,DOS MIL,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,9,6,2,1.0,1.0,1,1,1,2,1,3.0,2,2,4,4
12944,3,1,3,1,1.0,0,,,,,1,Hombre,24,576,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,2.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,1,3.0,2,2,2,3
12958,1,1,1,1,1.0,0,30000.0,10.308952660644293,30.0,2000.0,2,Mujer,27,729,4,Basica secundaria,Media,1,1.0,1.0,1.0,0.0,Trabajando,,0.0,1.0,4.0,4.0,1,,,,,1,5.0,1.0,30.0,1.0,DOS MIL,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,1,1.0,2.0,1,1,1,2,1,,2,1,4,4
12979,1,1,1,0,,1,,,,,1,Hombre,53,2809,6,Tecnica/tecnologica,Superior,0,0.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,1,1,1.0,2,2,4,4
12995,2,1,2,0,,1,,,1.0,,1,Hombre,24,576,7,Universitaria,Superior,0,1.0,1.0,0.0,1.0,Estudiando,Subsidiado,0.0,0.0,3.0,3.0,1,1.0,1.0,,,3,2.0,2.0,,2.0,,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,2,1,3,3.0,2,2,3,3
13000,2,1,2,1,1.0,0,20000.0,9.903487552536127,3.0,2000.0,1,Hombre,24,576,6,Tecnica/tecnologica,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,2.0,1,1.0,,,,3,4.0,1.0,20.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,1,1,1.0,2,2,1,2
13008,1,1,1,1,1.0,0,,,,,1,Hombre,53,2809,3,Basica primaria,Baja,1,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,2,1,2,2,1,1.0,2,2,2,4
13015,2,1,2,1,1.0,0,,,,,2,Mujer,22,484,7,Universitaria,Superior,0,0.0,1.0,1.0,1.0,Estudiando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,1,1,3,1.0,2,2,3,3
13044,1,1,1,0,,1,,,,,1,Hombre,50,2500,4,Basica secundaria,Media,2,1.0,1.0,0.0,0.0,Trabajando,Contributivo,1.0,1.0,3.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2,1.0,1.0,1,1,2,2,1,1.0,1,1,3,4
13049,2,1,2,0,,1,,,,,2,Mujer,19,361,5,Media,Media,0,1.0,0.0,0.0,1.0,Oficios del hogar,Subsidiado,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,2.0,1,2,2,1,4,3.0,2,2,3,3
13050,2,1,2,0,,1,,,,,2,Mujer,39,1521,8,Postgrado,Superior,0,1.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,2.0,1,1,2,1,1,1.0,2,2,3,3
13052,1,1,1,1,1.0,0,2000.0,7.600902459542082,2.0,1000.0,1,Hombre,61,3721,3,Basica primaria,Baja,1,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,1.0,1,,,,,3,4.0,1.0,4.0,1.0,mil pesos,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,5,1,1.0,1.0,1,1,1,1,1,1.0,2,2,1,1
13065,1,1,1,0,,1,,,,,1,Hombre,53,2809,5,Media,Media,4,0.0,0.0,0.0,0.0,Trabajando,Subsidiado,1.0,0.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,4,1.0,1.0,2,2,2,2,1,3.0,1,2,4,4
13081,1,1,1,0,,1,,,,,1,Hombre,65,4225,5,Media,Media,2,0.0,1.0,0.0,0.0,Oficios del hogar,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,2,1.0,1.0,2,1,2,2,4,3.0,2,2,4,4
13092,4,1,4,0,,1,,,,,2,Mujer,19,361,5,Media,Media,1,1.0,1.0,0.0,0.0,Oficios del hogar,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,2.0,1,1,2,2,4,3.0,2,2,4,4
13106,1,1,1,0,,1,,,,,1,Hombre,44,1936,6,Tecnica/tecnologica,Superior,2,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,1.0,2,1,2,2,1,1.0,2,2,4,4
13109,2,1,2,0,,1,,,,,1,Hombre,30,900,3,Basica primaria,Baja,0,1.0,1.0,0.0,0.0,Trabajando,,1.0,1.0,2.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,1.0,1,1,2,2,1,,1,1,2,4
13133,2,1,2,1,1.0,0,,,,,1,Hombre,15,225,4,Basica secundaria,Media,0,1.0,1.0,1.0,1.0,Estudiando,Contributivo,1.0,0.0,3.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,,,1,1,1,1,3,1.0,1,2,3,4
13142,1,1,1,0,,1,,,,,2,Mujer,33,1089,4,Basica secundaria,Media,0,0.0,1.0,1.0,0.0,Trabajando,,0.0,0.0,4.0,4.0,2,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,1,2,1,,2,2,4,4
13144,1,1,1,0,,1,,,,,2,Mujer,18,324,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Subsidiado,1.0,1.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,1,1,1,3.0,1,1,3,3
13168,1,1,1,1,1.0,0,,,,,2,Mujer,37,1369,7,Universitaria,Superior,1,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,2.0,1,1,1,1,1,1.0,2,2,3,3
13169,4,1,4,1,1.0,0,,,1.0,2000.0,1,Hombre,30,900,7,Universitaria,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,2.0,1,,1.0,1.0,,3,4.0,2.0,,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,1,1,1.0,2,2,1,2
13191,2,1,2,0,,1,,,,,1,Hombre,59,3481,4,Basica secundaria,Media,0,1.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,2,1,3.0,2,2,4,4
13200,1,1,1,1,1.0,0,,,,,1,Hombre,50,2500,5,Media,Media,0,0.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,1,3.0,2,2,4,4
13211,2,1,2,0,,1,,,,,2,Mujer,36,1296,5,Media,Media,5,0.0,0.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,1.0,2.0,2,2,2,2,1,3.0,2,2,4,4
13223,3,1,3,0,,1,20000.0,9.903487552536127,10.0,2500.0,1,Hombre,18,324,5,Media,Media,0,0.0,0.0,1.0,0.0,Trabajando,,0.0,0.0,4.0,4.0,1,,1.0,,,3,2.0,1.0,10.0,1.0,DOL MIL QUINIENTOS PESOS MCTE,,,,1.0,,,,,,2.0,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9,6,0,1.0,1.0,2,2,1,2,1,,2,2,4,4
13231,3,1,3,1,1.0,0,,,1.0,1000.0,2,Mujer,15,225,4,Basica secundaria,Media,0,1.0,1.0,1.0,0.0,Oficios del hogar,Subsidiado,1.0,1.0,4.0,4.0,1,,,,,2,9.0,1.0,2.0,1.0,MIL PESOS,,,,1.0,,,,,,2.0,,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,6,0,,,1,1,1,2,4,3.0,1,1,4,4
13234,4,1,4,1,1.0,0,,,5.0,,2,Mujer,25,625,5,Media,Media,0,1.0,1.0,1.0,0.0,Oficios del hogar,Subsidiado,0.0,0.0,2.0,2.0,1,,1.0,1.0,,3,2.0,1.0,10.0,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,2.0,2.0,1,1,1,2,4,3.0,2,2,2,2
13257,4,1,4,1,1.0,0,,,,,1,Hombre,22,484,5,Media,Media,0,1.0,1.0,0.0,0.0,Trabajando,,0.0,1.0,2.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,2,1,,2,1,2,2
13270,3,1,3,0,,1,,,,,2,Mujer,37,1369,6,Tecnica/tecnologica,Superior,1,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,3.0,2.0,2,1,1,1,1,1.0,2,2,2,2
13286,2,1,2,1,1.0,0,,,,,1,Hombre,21,441,5,Media,Media,0,0.0,1.0,1.0,1.0,Ocio,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,1,7,1.0,2,2,2,2
13289,2,1,2,0,,1,,,,,1,Hombre,37,1369,5,Media,Media,2,0.0,0.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,1.0,1.0,2,2,2,2,1,3.0,2,2,3,3
13324,1,1,1,0,,1,,,,,1,Hombre,57,3249,5,Media,Media,3,0.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,1.0,1.0,2,1,2,2,1,3.0,2,2,4,4
13344,1,1,1,0,,1,100000.0,11.512925464970229,30.0,6000.0,1,Hombre,32,1024,3,Basica primaria,Baja,1,1.0,1.0,1.0,0.0,Pensionado,,1.0,1.0,4.0,4.0,1,,1.0,1.0,,3,5.0,1.0,30.0,1.0,SEIS MIL PESOS,,,1.0,,,,,,,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,6,1,1.0,1.0,1,1,1,2,6,,1,1,4,4
13405,1,1,1,0,,1,,,,,1,Hombre,56,3136,3,Basica primaria,Baja,5,0.0,0.0,0.0,0.0,Trabajando,Subsidiado,1.0,1.0,,,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5,1.0,1.0,2,2,2,2,1,3.0,1,1,5,5
13406,1,1,1,0,,1,,,,,1,Hombre,55,3025,3,Basica primaria,Baja,2,1.0,0.0,1.0,0.0,Trabajando,Subsidiado,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,1.0,1,2,1,2,1,3.0,1,1,4,4
13407,2,1,2,1,1.0,0,,,1.0,,1,Hombre,38,1444,6,Tecnica/tecnologica,Superior,1,1.0,1.0,0.0,1.0,Trabajando,Contributivo,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,,3,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,1,1.0,1.0,1,1,2,1,1,1.0,1,1,1,1
13425,2,1,2,1,1.0,0,,,1.0,,1,Hombre,37,1369,8,Postgrado,Superior,1,0.0,1.0,1.0,1.0,Trabajando,Contributivo,1.0,1.0,2.0,1.0,1,1.0,1.0,,,3,2.0,2.0,,2.0,,,,,1.0,,,,1.0,,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,2,1,1.0,1.0,2,1,1,1,1,1.0,1,1,2,1
13428,2,1,2,0,,1,20000.0,9.903487552536127,2.0,3000.0,2,Mujer,29,841,5,Media,Media,0,1.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,1.0,4.0,4.0,1,,,,1.0,3,3.0,1.0,3.0,1.0,TRES MIL,,,,,,1.0,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9,2,0,1.0,2.0,1,1,2,1,1,1.0,2,1,4,4
13437,1,1,1,0,,1,,,,,1,Hombre,64,4096,3,Basica primaria,Baja,3,0.0,0.0,0.0,1.0,Trabajando,Subsidiado,0.0,0.0,2.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1.0,1.0,2,2,2,1,1,3.0,2,2,2,3
13461,1,1,1,1,1.0,0,,,,,1,Hombre,27,729,6,Tecnica/tecnologica,Superior,1,0.0,0.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1.0,1.0,2,2,2,2,1,3.0,2,2,4,4
13522,3,1,3,0,,1,20000.0,9.903487552536127,30.0,3000.0,2,Mujer,15,225,4,Basica secundaria,Media,0,1.0,1.0,1.0,1.0,Oficios del hogar,Subsidiado,1.0,1.0,3.0,3.0,1,,1.0,,,2,5.0,1.0,15.0,1.0,TRES MIL PESOS,,,1.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,6,0,,,1,1,1,1,4,3.0,1,1,3,3
13547,2,1,2,0,,1,,,,,1,Hombre,48,2304,1,Ninguno,Baja,1,0.0,0.0,0.0,0.0,Trabajando,,0.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1.0,1.0,2,2,2,2,1,,2,2,1,2
13559,1,1,1,1,1.0,0,,,,,2,Mujer,30,900,7,Universitaria,Superior,2,0.0,0.0,0.0,0.0,Oficios del hogar,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,2.0,2,2,2,2,4,1.0,2,2,4,4
13645,1,1,1,0,,1,,,,,1,Hombre,35,1225,3,Basica primaria,Baja,3,0.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,3,1.0,2.0,2,1,2,2,1,3.0,2,2,3,3
13649,1,1,1,1,1.0,0,,,1.0,,1,Hombre,31,961,6,Tecnica/tecnologica,Superior,3,0.0,1.0,1.0,1.0,Trabajando,Especial,0.0,0.0,3.0,3.0,1,,,,,3,2.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,2,3,1.0,1.0,2,1,1,1,1,2.0,2,2,3,3
13720,2,1,2,1,1.0,0,20000.0,9.903487552536127,5.0,5000.0,1,Hombre,34,1156,6,Tecnica/tecnologica,Superior,0,0.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,3.0,1,1.0,,,,1,4.0,1.0,4.0,1.0,CINCO MIL,,,,,,,,,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,2,1,1,1.0,2,2,2,3
13730,1,1,1,0,,1,,,,,1,Hombre,56,3136,5,Media,Media,2,0.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,2,1.0,1.0,2,1,2,1,1,1.0,2,1,4,4
13821,3,1,3,1,1.0,0,,,,,1,Hombre,43,1849,3,Basica primaria,Baja,0,1.0,1.0,0.0,0.0,Trabajando,Subsidiado,1.0,0.0,3.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,1.0,1.0,1,1,2,2,1,3.0,1,2,3,3
13824,1,1,1,0,,1,,,,,1,Hombre,34,1156,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,1,1,1.0,2,2,2,2
13834,1,1,1,0,,1,,,,,2,Mujer,28,784,7,Universitaria,Superior,1,1.0,0.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,1.0,2.0,1,2,1,1,1,1.0,2,2,2,4
13843,4,1,4,0,,1,,,,,2,Mujer,27,729,7,Universitaria,Superior,0,0.0,0.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,2,1,1,1,1.0,2,2,4,4
13856,3,1,3,0,,1,,,,,2,Mujer,24,576,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,1.0,4.0,3.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,2,2,1,1.0,2,1,4,3
13860,1,1,1,1,1.0,0,,,,,1,Hombre,44,1936,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,1.0,2.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,2,1,1.0,2,1,2,2
13861,2,1,2,1,1.0,0,,,,,1,Hombre,36,1296,6,Tecnica/tecnologica,Superior,1,1.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,1,1,2,1,1,1.0,2,2,4,4
13863,1,1,1,0,,1,,,,,1,Hombre,28,784,4,Basica secundaria,Media,1,0.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1.0,1.0,2,1,1,2,1,3.0,2,1,4,4
13873,2,1,2,0,,1,,,,,2,Mujer,37,1369,6,Tecnica/tecnologica,Superior,1,0.0,1.0,1.0,1.0,Trabajando,Subsidiado,1.0,1.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,2.0,2,1,1,1,1,3.0,1,1,2,2
13899,2,1,2,1,1.0,0,20000.0,9.903487552536127,5.0,1000.0,1,Hombre,43,1849,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,1,,1.0,1.0,,3,4.0,1.0,20.0,1.0,MIL,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5,3,0,1.0,2.0,2,1,1,1,1,1.0,1,1,4,4
13926,2,1,2,0,,1,,,1.0,,1,Hombre,21,441,7,Universitaria,Superior,0,1.0,1.0,1.0,0.0,Estudiando,Contributivo,1.0,1.0,2.0,2.0,1,1.0,1.0,,,2,2.0,2.0,,2.0,,,,,1.0,,,,,,1.0,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,2,3,1.0,1,1,2,2
13938,1,1,1,0,,1,,,,,1,Hombre,30,900,4,Basica secundaria,Media,1,0.0,0.0,0.0,1.0,Trabajando,,0.0,0.0,,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,1.0,2,2,2,1,1,,2,2,5,4
13953,8,1,8,1,1.0,0,25000.0,10.126631103850338,150.0,1500.0,1,Hombre,19,361,4,Basica secundaria,Media,0,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,2.0,1,,,,,3,5.0,1.0,30.0,1.0,MIL QUINIENTOS PESOS,,,1.0,,,,,,,2.0,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,2,1,3.0,2,2,4,2
