directorio,secuencia_encuesta,secuencia_p,orden,propension_12m,consumo_12m,consumo_12m_missing_original,precio_compra,log_precio_compra,cantidad_consumo,gasto_valor,sexo,sexo_label,edad,edad_cuadrado,d2_05,educacion_label,educacion_grupo,n_hijos,familiares_consumen,amigos_consumen,probaria_sustancias,cannabis_medicinal,actividad_laboral,regimen_salud,sintomas_depresivos,anhedonia,riesgo_marihuana_ocasional,riesgo_marihuana_frecuente,frecuencia_consumo,facil_marihuana,consumo_vida,consumo_30d,consumo_reciente,edad_inicio,tipo_sustancia,lugar_consumo,forma_conseguir,gasto_total,gasto_descripcion,riesgo_marihuana,riesgo_cocaina,riesgo_basuco,riesgo_extasis,riesgo_heroina,riesgo_lsd,riesgo_inhalantes,riesgo_anfetaminas,riesgo_tranquilizantes,facilidad_conseguir,facil_cocaina,facil_basuco,actitud_marihuana,actitud_cocaina,actitud_basuco,actitud_extasis,actitud_heroina,actitud_lsd,actitud_inhalantes,actitud_anfetaminas,actitud_tranquilizantes,actitud_drogas_general,actitud_legalizacion,actitud_regulacion,actitud_prevencion,actitud_sanciones,actitud_tratamiento,d2_01,d2_03,d2_04,d2_06,d2_07,g_01,g_02,g_04,g_09,d_02,d_07,d_09,d_10,d_11_f,d_11_g
37251,4,1,4,1,1.0,0,,,1.0,,2,Mujer,19,361,6,Tecnica/tecnologica,Superior,0,0.0,0.0,1.0,1.0,Trabajando,Contributivo,1.0,1.0,1.0,1.0,1,,,,,3,1.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,2.0,2,2,1,1,1,1.0,1,1,1,1
37264,3,1,3,0,,1,,,,,1,Hombre,33,1089,4,Basica secundaria,Media,1,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,1.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,1,1,2,2,1,1.0,2,1,2,2
37290,2,1,2,0,,1,,,,,1,Hombre,32,1024,5,Media,Media,3,1.0,1.0,0.0,0.0,Trabajando,,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,3,1.0,1.0,1,1,2,2,1,,2,2,3,3
37328,1,1,1,1,1.0,0,,,,,1,Hombre,40,1600,4,Basica secundaria,Media,3,1.0,0.0,0.0,1.0,Trabajando,Subsidiado,0.0,0.0,1.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,1.0,1.0,1,2,2,1,1,3.0,2,2,1,2
37331,2,1,2,0,,1,,,,,1,Hombre,53,2809,1,Ninguno,Baja,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,1.0,1.0,2,1,2,2,1,1.0,2,2,1,2
37332,3,1,3,1,1.0,0,,,,,1,Hombre,19,361,5,Media,Media,0,0.0,1.0,0.0,0.0,Estudiando,Contributivo,0.0,0.0,2.0,1.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,3,1.0,2,2,2,1
37350,2,1,2,0,,1,,,,,1,Hombre,35,1225,6,Tecnica/tecnologica,Superior,0,1.0,0.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,2,1,2,1,1.0,2,2,4,4
37354,3,1,3,0,,1,,,,,1,Hombre,27,729,5,Media,Media,0,1.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,1,2,1,1.0,2,2,3,3
37359,3,1,3,1,1.0,0,,,1.0,3000.0,1,Hombre,24,576,7,Universitaria,Superior,0,1.0,1.0,1.0,1.0,Estudiando,Subsidiado,1.0,1.0,4.0,4.0,1,,1.0,1.0,,3,1.0,2.0,,1.0,TRES MIL PESOS,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9,3,0,1.0,1.0,1,1,1,1,3,3.0,1,1,4,4
37361,3,1,3,1,1.0,0,,,60.0,1000.0,1,Hombre,22,484,4,Basica secundaria,Media,0,0.0,1.0,0.0,0.0,Ocio,Contributivo,0.0,0.0,3.0,3.0,1,,1.0,,,3,5.0,1.0,30.0,1.0,MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,9,6,0,1.0,1.0,2,1,2,2,7,1.0,2,2,3,3
37366,1,1,1,0,,1,80000.0,11.289781913656018,40.0,2000.0,1,Hombre,49,2401,6,Tecnica/tecnologica,Superior,2,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,1,,1.0,,,3,5.0,1.0,30.0,1.0,DOS MIL PESOS,,,1.0,1.0,,1.0,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,9,6,2,1.0,1.0,2,1,1,2,1,1.0,2,2,2,2
37378,1,1,1,1,1.0,0,,,,,1,Hombre,49,2401,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Subsidiado,1.0,1.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,2.0,1.0,2,1,1,1,1,3.0,1,1,4,4
37382,3,1,3,0,,1,120000.0,11.695247021764184,60.0,2000.0,1,Hombre,45,2025,4,Basica secundaria,Media,1,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,1.0,1.0,4.0,4.0,1,,1.0,,,3,5.0,1.0,30.0,1.0,DOS MIL PESOS,,,1.0,,,,,,,2.0,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9,6,1,1.0,1.0,1,1,1,2,1,3.0,1,1,4,4
37391,2,1,2,0,,1,,,1.0,4000.0,2,Mujer,27,729,6,Tecnica/tecnologica,Superior,0,0.0,1.0,0.0,1.0,Trabajando,Contributivo,1.0,0.0,4.0,4.0,1,,1.0,,,3,1.0,2.0,,1.0,CUATRO MIL,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,2,0,2.0,2.0,2,1,2,1,1,1.0,1,2,4,4
37396,1,1,1,1,1.0,0,20000.0,9.903487552536127,5.0,4000.0,1,Hombre,21,441,4,Basica secundaria,Media,0,0.0,1.0,1.0,0.0,Trabajando,,1.0,0.0,3.0,3.0,1,,,,,3,4.0,1.0,7.0,1.0,CUATRO MIL PESOS,,,,,,1.0,,,,2.0,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,1,2,1,,1,2,3,3
37409,4,1,4,1,1.0,0,,,,,1,Hombre,19,361,5,Media,Media,0,1.0,1.0,0.0,0.0,Estudiando,Contributivo,0.0,0.0,3.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,2,3,1.0,2,2,3,3
37428,1,1,1,1,1.0,0,60000.0,11.002099841204238,60.0,4000.0,1,Hombre,25,625,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Trabajando,,1.0,1.0,2.0,3.0,1,,,1.0,1.0,3,5.0,1.0,30.0,1.0,CUATRO MIL PESOS,,,1.0,1.0,,1.0,,,,2.0,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9,1,0,1.0,1.0,2,1,1,2,1,,1,1,2,3
37440,1,1,1,0,,1,,,,,1,Hombre,31,961,8,Postgrado,Superior,1,0.0,1.0,1.0,0.0,Trabajando,Contributivo,1.0,1.0,3.0,3.0,2,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1.0,1.0,2,1,1,2,1,1.0,1,1,3,3
37457,2,1,2,1,1.0,0,,,,,1,Hombre,19,361,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Estudiando,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,3,1.0,2,2,4,4
37462,1,1,1,0,,1,,,,,1,Hombre,63,3969,1,Ninguno,Baja,7,0.0,0.0,1.0,1.0,Trabajando,Subsidiado,1.0,1.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,1.0,1.0,2,2,1,1,1,3.0,1,1,2,2
37492,1,1,1,0,,1,,,,,1,Hombre,38,1444,8,Postgrado,Superior,0,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,2,2,1,1,1.0,2,2,1,2
37542,3,1,3,1,1.0,0,,,,,1,Hombre,25,625,5,Media,Media,1,0.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,2.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,2,1,1,2,1,3.0,2,2,2,2
37556,3,1,3,1,1.0,0,,,1.0,7000.0,1,Hombre,18,324,7,Universitaria,Superior,0,0.0,1.0,0.0,1.0,Estudiando,Contributivo,1.0,0.0,2.0,1.0,1,1.0,,,,2,9.0,2.0,,1.0,SIETEMIL PESOS,,,1.0,,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,2,1,3,1.0,1,2,2,1
37570,5,1,5,1,1.0,0,,,,,1,Hombre,30,900,5,Media,Media,1,0.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,2,1,2,2,1,3.0,2,2,4,4
37573,3,1,3,1,1.0,0,,,,,1,Hombre,22,484,5,Media,Media,1,0.0,0.0,1.0,0.0,Trabajando,,0.0,0.0,3.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,2,2,1,2,1,,2,2,3,2
37610,3,1,3,1,1.0,0,,,,,2,Mujer,20,400,5,Media,Media,0,1.0,0.0,0.0,0.0,Estudiando,Subsidiado,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,1,2,2,2,3,3.0,2,2,4,4
37659,5,1,5,1,1.0,0,,,,,1,Hombre,43,1849,3,Basica primaria,Baja,2,0.0,1.0,1.0,0.0,Incapacitado,Contributivo,1.0,1.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,2.0,2,1,1,2,5,1.0,1,1,4,4
37671,1,1,1,1,1.0,0,,,,,1,Hombre,28,784,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,1.0,1.0,2.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,1.0,1.0,2,1,1,2,1,1.0,1,1,2,2
37678,1,1,1,0,,1,,,,,1,Hombre,55,3025,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,1.0,2,1,1,2,1,1.0,2,2,3,4
37709,2,1,2,1,1.0,0,,,,,2,Mujer,52,2704,8,Postgrado,Superior,0,0.0,0.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,1.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,1.0,2.0,2,2,1,1,1,1.0,2,2,2,1
37738,1,1,1,1,1.0,0,,,,,1,Hombre,53,2809,8,Postgrado,Superior,2,0.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,1.0,1.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,1.0,2,2,2,2,1,1.0,2,2,1,1
37741,2,1,2,1,1.0,0,,,,,1,Hombre,25,625,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,1,1.0,2,2,4,3
37765,3,1,3,1,1.0,0,,,,,1,Hombre,25,625,7,Universitaria,Superior,0,0.0,1.0,0.0,1.0,Estudiando,Contributivo,0.0,0.0,3.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,1,3,1.0,2,2,3,3
37780,1,1,1,1,1.0,0,,,,,2,Mujer,25,625,4,Basica secundaria,Media,2,1.0,1.0,0.0,0.0,Trabajando,Subsidiado,1.0,1.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2,1.0,2.0,1,1,2,2,1,3.0,1,1,4,4
37787,3,1,3,0,,1,,,,,1,Hombre,20,400,6,Tecnica/tecnologica,Superior,0,1.0,1.0,1.0,1.0,Trabajando,,1.0,0.0,1.0,2.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,1.0,1.0,1,1,1,1,1,,1,2,1,2
37808,1,1,1,1,1.0,0,80000.0,11.289781913656018,30.0,,1,Hombre,40,1600,6,Tecnica/tecnologica,Superior,1,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,1.0,1,,1.0,1.0,,3,5.0,1.0,30.0,2.0,,,,,,1.0,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,1,1.0,1.0,2,1,1,1,1,1.0,2,2,1,1
37834,3,1,3,1,1.0,0,,,,,1,Hombre,28,784,7,Universitaria,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,1.0,2,1,1,1,1,1.0,2,2,4,3
37857,1,1,1,1,1.0,0,120000.0,11.695247021764184,40.0,3000.0,1,Hombre,30,900,5,Media,Media,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,,1,1.0,,,,3,5.0,1.0,30.0,1.0,TRES MIL PESOS,,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,9,5,0,1.0,1.0,1,1,2,2,1,1.0,2,2,2,5
37858,2,1,2,0,,1,5000.0,8.517193191416238,6.0,2000.0,1,Hombre,35,1225,3,Basica primaria,Baja,0,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,1.0,2.0,1,,,1.0,,3,4.0,1.0,15.0,1.0,DOS MIL,,,,,1.0,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,2,1,3.0,2,2,1,2
37867,2,1,2,0,,1,,,1.0,,1,Hombre,27,729,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,1.0,1,,1.0,,,1,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,0,1.0,1.0,2,1,1,1,1,1.0,2,2,2,1
37872,1,1,1,0,,1,,,,,1,Hombre,27,729,5,Media,Media,1,0.0,1.0,0.0,0.0,Trabajando,,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,1.0,2,1,2,2,1,,1,1,4,4
37924,4,1,4,1,1.0,0,100000.0,11.512925464970229,10.0,2000.0,1,Hombre,18,324,5,Media,Media,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,4.0,1,1.0,1.0,1.0,,2,3.0,1.0,10.0,1.0,DOS MIL PESOS,,1.0,,,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,1,2,1,1.0,2,2,3,4
37928,2,1,2,0,,1,,,,,2,Mujer,54,2916,5,Media,Media,1,0.0,0.0,0.0,1.0,Oficios del hogar,Contributivo,0.0,0.0,3.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,2.0,2,2,2,1,4,1.0,2,2,3,4
37933,4,1,4,0,,1,,,,,1,Hombre,24,576,7,Universitaria,Superior,0,0.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,1.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,2,2,2,1,1.0,2,2,1,4
37935,3,1,3,1,1.0,0,,,,,1,Hombre,20,400,4,Basica secundaria,Media,0,0.0,1.0,0.0,0.0,Buscando empleo,Contributivo,1.0,1.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1.0,1.0,2,1,2,2,2,1.0,1,1,4,4
37939,2,1,2,1,1.0,0,,,,,1,Hombre,23,529,7,Universitaria,Superior,0,1.0,0.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,1.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,2,1,2,1,1.0,2,2,1,3
37950,3,1,3,0,,1,,,,,2,Mujer,41,1681,7,Universitaria,Superior,1,0.0,0.0,0.0,0.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,2.0,2,2,2,2,1,1.0,1,1,4,4
37992,5,1,5,1,1.0,0,50000.0,10.819778284410283,30.0,3000.0,1,Hombre,22,484,4,Basica secundaria,Media,0,0.0,0.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,2.0,3.0,1,,1.0,,,1,5.0,1.0,30.0,1.0,TRES MIL PESOS,,,,1.0,1.0,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,2,1,2,1,3.0,2,2,2,3
38050,1,1,1,0,,1,,,,,2,Mujer,60,3600,4,Basica secundaria,Media,2,0.0,1.0,0.0,0.0,Oficios del hogar,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,2,1.0,2.0,2,1,2,2,4,1.0,1,1,4,4
38072,9,1,9,0,,1,,,,,2,Mujer,19,361,5,Media,Media,0,0.0,1.0,1.0,1.0,Estudiando,,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,1.0,2.0,2,1,1,1,3,,2,2,4,4
38084,1,1,1,1,1.0,0,,,,,2,Mujer,27,729,8,Postgrado,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,1,1,1,1,1,1.0,2,2,3,4
38085,2,1,2,0,,1,,,,,2,Mujer,62,3844,3,Basica primaria,Baja,2,0.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,2.0,2,1,2,1,1,1.0,2,2,4,4
38116,1,1,1,0,,1,,,,,1,Hombre,23,529,7,Universitaria,Superior,0,0.0,0.0,0.0,0.0,Estudiando,Contributivo,0.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,2,2,2,3,1.0,2,2,1,2
38155,1,1,1,1,1.0,0,,,,,1,Hombre,65,4225,4,Basica secundaria,Media,0,0.0,0.0,1.0,1.0,Pensionado,Contributivo,1.0,0.0,2.0,2.0,2,,1.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,1.0,1.0,2,2,1,1,6,1.0,1,2,2,2
38161,4,1,4,0,,1,4000.0,8.294049640102028,2.0,2000.0,2,Mujer,25,625,6,Tecnica/tecnologica,Superior,1,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,3.0,1,,1.0,,,3,3.0,1.0,2.0,1.0,DOS MIL,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,1,1.0,2.0,2,1,1,1,1,1.0,2,2,2,3
38231,1,1,1,1,1.0,0,180000.0,12.100712129872347,30.0,2500.0,1,Hombre,32,1024,5,Media,Media,1,0.0,1.0,1.0,0.0,Oficios del hogar,Subsidiado,0.0,0.0,2.0,2.0,1,,,,,3,5.0,1.0,30.0,1.0,DOS MIL QUINIENTOS,,,1.0,,,,,,,2.0,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,9,1,1,1.0,1.0,2,1,1,2,4,3.0,2,2,2,2
38237,4,1,4,1,1.0,0,,,,,1,Hombre,21,441,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,1,1,1.0,2,2,4,4
38265,1,1,1,0,,1,,,,,1,Hombre,40,1600,4,Basica secundaria,Media,1,1.0,0.0,0.0,0.0,Trabajando,Subsidiado,1.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,1.0,1,2,2,2,1,3.0,1,2,4,4
38333,1,1,1,1,1.0,0,,,,,2,Mujer,19,361,6,Tecnica/tecnologica,Superior,1,1.0,0.0,1.0,0.0,Estudiando,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,2.0,1,2,1,2,3,1.0,2,2,4,4
38374,1,1,1,0,,1,,,,,1,Hombre,29,841,5,Media,Media,1,1.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,1,2,2,2,1,1.0,2,2,1,2
38376,6,1,6,0,,1,,,,,1,Hombre,15,225,4,Basica secundaria,Media,0,1.0,0.0,1.0,1.0,Estudiando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,,,1,2,1,1,3,3.0,2,2,4,4
38397,3,1,3,0,,1,,,,,1,Hombre,19,361,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Estudiando,Contributivo,0.0,0.0,1.0,1.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,1,3,1.0,2,2,1,1
38424,1,1,1,0,,1,,,,,1,Hombre,51,2601,6,Tecnica/tecnologica,Superior,1,1.0,0.0,0.0,1.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,1.0,1,2,2,1,1,1.0,1,1,4,4
38505,1,1,1,0,,1,,,1.0,,1,Hombre,41,1681,4,Basica secundaria,Media,5,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,3.0,3.0,1,,1.0,,,3,2.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,5,1.0,1.0,1,1,1,2,1,3.0,2,2,3,3
38514,3,1,3,0,,1,,,,,2,Mujer,21,441,6,Tecnica/tecnologica,Superior,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,3.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,1,1,2,2,1,1.0,2,2,4,3
38515,1,1,1,1,1.0,0,50000.0,10.819778284410283,13.0,2000.0,1,Hombre,28,784,3,Basica primaria,Baja,0,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,1.0,1.0,4.0,4.0,1,,,,,3,4.0,1.0,20.0,1.0,DOS MIL PESOS,,,1.0,,,,,,,2.0,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5,5,0,1.0,1.0,1,1,1,2,1,3.0,1,1,4,4
38535,4,1,4,1,1.0,0,100000.0,11.512925464970229,90.0,1000.0,1,Hombre,26,676,6,Tecnica/tecnologica,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,2.0,1,1.0,,,,3,5.0,1.0,30.0,1.0,MIL PESOS,,,1.0,,,,,,,1.0,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,9,6,0,1.0,1.0,1,1,1,1,1,1.0,2,2,3,2
38549,1,1,1,0,,1,,,,,1,Hombre,37,1369,8,Postgrado,Superior,1,0.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,3.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,2,1,2,1,1,1.0,2,2,4,3
38563,3,1,3,1,1.0,0,300000.0,12.611537753638338,150.0,1000.0,1,Hombre,24,576,5,Media,Media,1,0.0,1.0,1.0,1.0,Trabajando,,1.0,1.0,1.0,1.0,1,,1.0,1.0,,3,5.0,1.0,30.0,1.0,MIL PESOS,,,1.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9,6,1,1.0,1.0,2,1,1,1,1,,1,1,1,1
