d2_01,d2_03,d2_04,d2_05,d2_05_a,d2_06,d2_07,directorio,secuencia_encuesta,secuencia_p,orden
9,6,1,5,511,1.0,2.0,25171,1,1,1
9,6,0,8,801,1.0,2.0,25172,2,1,2
9,6,0,7,703,1.0,2.0,25173,1,1,1
9,6,2,5,511,1.0,2.0,25174,1,1,1
9,4,3,3,305,1.0,1.0,25175,1,1,1
9,5,1,6,602,1.0,2.0,25176,3,1,3
9,5,1,8,806,1.0,2.0,25177,2,1,2
5,3,2,7,705,1.0,2.0,25178,2,1,2
9,3,3,5,511,1.0,2.0,25179,2,1,2
9,5,2,3,302,1.0,1.0,25180,1,1,1
5,2,1,7,705,1.0,2.0,25181,1,1,1
9,6,0,7,704,1.0,1.0,25182,2,1,2
9,6,1,6,601,1.0,2.0,25183,1,1,1
5,3,0,6,605,1.0,2.0,25185,2,1,2
5,6,1,6,605,1.0,2.0,25186,1,1,1
5,5,3,6,606,1.0,2.0,25187,1,1,1
9,3,1,6,602,1.0,1.0,25188,2,1,2
9,6,0,5,513,1.0,1.0,25190,3,1,3
9,6,0,4,407,1.0,1.0,25191,2,1,2
9,6,0,5,511,1.0,2.0,25192,4,1,4
1,2,2,3,302,1.0,2.0,25193,2,1,2
9,3,2,5,511,1.0,2.0,25194,2,1,2
9,2,1,3,305,1.0,2.0,25195,2,1,2
5,6,1,7,703,1.0,2.0,25196,1,1,1
5,2,0,5,511,1.0,2.0,25197,1,1,1
5,2,2,5,511,1.0,1.0,25198,1,1,1
9,6,0,7,700,1.0,2.0,25199,2,1,2
9,2,1,7,705,1.0,1.0,25200,1,1,1
9,3,2,6,602,1.0,2.0,25201,2,1,2
9,3,3,5,511,1.0,2.0,25202,2,1,2
1,2,1,4,409,1.0,2.0,25203,2,1,2
5,2,6,5,511,1.0,1.0,25204,1,1,1
9,3,5,3,305,1.0,1.0,25205,1,1,1
9,2,0,5,511,1.0,2.0,25206,4,1,4
3,5,4,4,408,1.0,1.0,25207,1,1,1
9,2,1,5,511,1.0,1.0,25208,1,1,1
1,5,2,4,406,1.0,1.0,25209,1,1,1
9,6,0,7,705,1.0,1.0,25210,3,1,3
9,6,0,7,705,1.0,2.0,25211,3,1,3
5,2,4,5,511,1.0,2.0,25212,1,1,1
9,3,2,5,511,1.0,2.0,25213,2,1,2
9,2,3,8,802,1.0,1.0,25214,1,1,1
9,2,1,3,305,1.0,2.0,25215,2,1,2
9,6,1,3,305,1.0,1.0,25216,1,1,1
5,2,3,5,511,1.0,1.0,25217,1,1,1
9,2,2,5,511,1.0,2.0,25218,2,1,2
5,6,0,7,705,1.0,1.0,25219,3,1,3
9,2,2,6,602,1.0,1.0,25220,1,1,1
9,6,0,3,305,,,25222,3,1,3
9,6,0,7,705,1.0,2.0,25223,2,1,2
9,6,2,5,511,1.0,2.0,25224,2,1,2
9,6,2,6,601,1.0,2.0,25225,1,1,1
9,2,3,4,409,1.0,1.0,25226,1,1,1
9,5,3,5,511,1.0,2.0,25227,1,1,1
9,2,2,3,302,1.0,2.0,25228,1,1,1
9,6,0,4,407,,,25229,3,1,3
9,2,4,4,406,1.0,1.0,25230,1,1,1
9,3,1,5,511,1.0,1.0,25231,1,1,1
9,2,0,3,305,1.0,1.0,25232,2,1,2
9,2,1,4,406,1.0,1.0,25233,1,1,1
1,1,1,1,100,1.0,1.0,25234,4,1,4
9,6,0,7,701,1.0,2.0,25235,4,1,4
5,3,3,7,705,1.0,2.0,25236,1,1,1
5,2,3,7,705,1.0,2.0,25237,2,1,2
1,3,3,8,806,1.0,1.0,25238,1,1,1
9,2,1,5,510,1.0,2.0,25240,2,1,2
1,5,8,5,511,1.0,2.0,25241,1,1,1
9,6,0,4,409,1.0,1.0,25242,3,1,3
9,6,0,7,704,1.0,2.0,25243,2,1,2
9,6,0,4,409,,,25244,3,1,3
9,2,5,4,409,1.0,2.0,25245,1,1,1
9,6,0,4,406,,,25246,2,1,2
9,2,4,5,512,1.0,1.0,25247,3,1,3
5,6,0,7,705,1.0,2.0,25248,3,1,3
9,6,1,7,705,1.0,2.0,25249,1,1,1
9,2,0,4,409,1.0,1.0,25250,1,1,1
5,5,2,5,511,1.0,2.0,25251,1,1,1
9,2,1,6,604,1.0,1.0,25252,1,1,1
9,5,0,4,406,1.0,2.0,25253,2,1,2
9,5,0,5,511,1.0,1.0,25254,3,1,3
9,2,2,5,511,1.0,1.0,25255,2,1,2
9,2,1,5,510,1.0,1.0,25256,2,1,2
9,6,0,5,511,1.0,1.0,25257,2,1,2
9,2,1,7,705,1.0,2.0,25258,2,1,2
9,2,2,5,511,1.0,2.0,25259,2,1,2
5,2,2,6,602,1.0,2.0,25260,2,1,2
9,2,1,7,705,1.0,1.0,25261,1,1,1
9,2,3,4,407,1.0,1.0,25262,1,1,1
9,5,3,5,511,1.0,2.0,25263,3,1,3
9,2,1,6,602,1.0,2.0,25264,2,1,2
1,4,3,3,305,1.0,2.0,25265,1,1,1
9,5,2,6,601,1.0,2.0,25267,1,1,1
9,2,1,6,605,1.0,2.0,25268,2,1,2
9,2,5,3,305,1.0,1.0,25270,1,1,1
9,3,2,3,305,1.0,1.0,25271,1,1,1
9,5,3,5,511,1.0,2.0,25272,1,1,1
9,3,2,6,602,1.0,2.0,25273,2,1,2
9,2,3,5,511,1.0,2.0,25274,2,1,2
9,2,2,4,409,1.0,2.0,25275,1,1,1
9,6,3,3,304,1.0,1.0,25276,3,1,3
5,1,8,6,602,1.0,1.0,25277,1,1,1
9,1,5,4,406,1.0,1.0,25278,1,1,1
1,6,0,6,600,1.0,1.0,25280,3,1,3
9,6,0,6,602,1.0,1.0,25281,2,1,2
5,6,0,7,705,1.0,1.0,25283,3,1,3
5,2,6,4,408,1.0,2.0,25284,1,1,1
9,3,0,7,705,1.0,1.0,25285,1,1,1
5,5,3,5,511,1.0,2.0,25286,1,1,1
9,3,3,5,511,1.0,2.0,25287,2,1,2
9,2,3,4,409,1.0,2.0,25288,2,1,2
9,2,1,5,511,1.0,2.0,25289,2,1,2
9,5,2,5,511,1.0,2.0,25290,1,1,1
9,1,2,7,705,1.0,2.0,25291,2,1,2
9,1,0,5,512,1.0,2.0,25292,2,1,2
9,6,2,4,407,1.0,2.0,25293,1,1,1
1,6,0,4,409,,,25294,6,1,6
9,4,5,6,601,1.0,2.0,25295,1,1,1
5,3,2,3,305,1.0,2.0,25296,2,1,2
9,2,1,6,602,1.0,2.0,25297,1,1,1
9,6,1,6,606,1.0,1.0,25298,1,1,1
9,5,4,4,407,1.0,2.0,25299,1,1,1
9,4,1,7,701,1.0,1.0,25300,1,1,1
9,5,3,8,807,1.0,1.0,25301,1,1,1
9,2,1,4,407,1.0,1.0,25302,1,1,1
9,6,0,5,512,1.0,1.0,25303,1,1,1
1,6,1,7,705,1.0,2.0,25304,3,1,3
9,2,3,4,408,1.0,1.0,25305,1,1,1
9,5,3,4,406,1.0,2.0,25306,1,1,1
5,2,4,3,300,1.0,2.0,25307,1,1,1
5,6,2,5,511,1.0,1.0,25308,1,1,1
9,3,3,5,511,1.0,1.0,25309,3,1,3
9,5,1,5,511,1.0,1.0,25310,2,1,2
5,6,0,3,305,,,25311,6,1,6
9,3,0,7,705,1.0,2.0,25312,2,1,2
9,2,2,6,602,1.0,1.0,25313,1,1,1
9,6,0,6,601,1.0,1.0,25314,2,1,2
5,3,2,5,511,1.0,2.0,25315,2,1,2
9,5,1,6,602,1.0,2.0,25316,1,1,1
9,6,0,5,511,1.0,2.0,25317,3,1,3
9,6,0,6,605,1.0,2.0,25318,2,1,2
9,6,0,4,400,1.0,1.0,25319,1,1,1
9,2,4,4,409,1.0,2.0,25320,2,1,2
1,3,2,7,701,1.0,2.0,25321,2,1,2
5,5,1,7,704,1.0,2.0,25322,3,1,3
9,6,0,4,406,,,25323,5,1,5
9,6,0,3,305,,,25324,4,1,4
9,2,2,3,305,1.0,1.0,25325,1,1,1
5,2,1,7,705,1.0,1.0,25326,1,1,1
9,6,0,4,409,,,25328,3,1,3
9,6,0,4,407,1.0,2.0,25329,3,1,3
1,6,1,7,705,1.0,1.0,25330,5,1,5
9,2,0,3,305,1.0,2.0,25331,2,1,2
1,2,1,3,305,1.0,1.0,25332,7,1,7
9,4,2,4,409,1.0,1.0,25333,2,1,2
9,5,1,5,511,1.0,2.0,25334,1,1,1
9,6,0,4,408,,,25336,9,1,9
1,4,3,6,602,1.0,2.0,25337,4,1,4
9,2,2,3,305,1.0,2.0,25338,2,1,2
9,3,2,5,511,1.0,2.0,25339,1,1,1
9,5,2,5,511,1.0,1.0,25341,6,1,6
9,3,0,5,511,1.0,2.0,25343,1,1,1
5,2,1,5,511,1.0,1.0,25345,1,1,1
9,6,0,7,705,1.0,1.0,25347,1,1,1
5,3,2,6,602,1.0,1.0,25348,1,1,1
9,6,1,5,511,1.0,1.0,25349,1,1,1
9,2,1,7,705,1.0,1.0,25350,1,1,1
5,6,0,5,511,1.0,1.0,25351,6,1,6
1,6,0,5,512,1.0,1.0,25352,3,1,3
9,6,0,6,602,1.0,2.0,25353,1,1,1
9,2,1,7,705,1.0,1.0,25354,1,1,1
9,2,2,6,600,1.0,2.0,25355,2,1,2
3,6,0,4,406,,,25356,3,1,3
9,5,1,7,705,1.0,2.0,25357,1,1,1
9,5,3,5,511,1.0,2.0,25358,2,1,2
5,2,1,4,407,,,25359,2,1,2
9,3,0,7,700,1.0,1.0,25360,2,1,2
9,2,2,4,408,1.0,1.0,25361,1,1,1
1,3,2,6,602,1.0,1.0,25362,1,1,1
1,6,1,8,801,1.0,1.0,25363,1,1,1
9,2,2,4,409,1.0,2.0,25364,2,1,2
9,2,1,5,511,1.0,1.0,25365,2,1,2
1,3,1,4,409,1.0,1.0,25366,1,1,1
9,2,3,8,802,1.0,2.0,25367,2,1,2
1,6,1,6,602,1.0,2.0,25368,1,1,1
9,6,0,7,705,1.0,2.0,25369,1,1,1
1,6,1,7,705,1.0,2.0,25371,1,1,1
9,3,3,6,602,1.0,2.0,25372,2,1,2
9,3,1,7,705,1.0,1.0,25373,1,1,1
1,2,1,7,702,1.0,1.0,25374,1,1,1
9,6,0,4,409,,,25375,3,1,3
9,6,0,7,703,1.0,2.0,25376,1,1,1
9,6,0,5,512,,,25377,5,1,5
9,2,1,4,406,1.0,1.0,25378,7,1,7
9,2,2,7,705,1.0,2.0,25379,2,1,2
9,6,0,4,409,1.0,2.0,25380,3,1,3
9,6,0,8,801,1.0,2.0,25381,1,1,1
9,3,2,6,600,1.0,1.0,25382,1,1,1
9,3,1,7,705,1.0,2.0,25383,1,1,1
9,4,2,4,407,1.0,1.0,25384,1,1,1
5,2,1,3,304,1.0,1.0,25385,1,1,1
9,3,4,5,511,1.0,2.0,25386,6,1,6
9,2,1,3,305,,,25387,4,1,4
9,5,7,5,511,1.0,1.0,25388,1,1,1
5,2,3,5,511,1.0,1.0,25389,1,1,1
9,6,0,5,511,,,25390,3,1,3
1,5,3,6,601,1.0,1.0,25391,3,1,3
1,2,2,5,511,1.0,2.0,25392,2,1,2
9,6,0,4,409,,,25393,3,1,3
9,1,1,5,511,1.0,1.0,25394,2,1,2
9,5,2,6,600,1.0,2.0,25395,1,1,1
9,6,5,4,407,1.0,2.0,25396,1,1,1
9,1,0,7,705,1.0,2.0,25399,3,1,3
9,6,1,6,602,1.0,1.0,25400,4,1,4
9,2,3,4,406,1.0,1.0,25401,1,1,1
1,5,4,3,300,1.0,2.0,25402,1,1,1
1,2,6,3,304,1.0,2.0,25403,2,1,2
1,3,2,6,603,1.0,1.0,25404,1,1,1
5,2,0,5,511,1.0,1.0,25405,3,1,3
9,3,1,6,601,1.0,2.0,25407,2,1,2
1,6,2,5,511,1.0,2.0,25408,1,1,1
5,5,1,5,510,1.0,2.0,25409,5,1,5
9,6,3,3,300,1.0,2.0,25410,1,1,1
1,5,3,5,511,1.0,1.0,25411,2,1,2
9,2,2,7,705,1.0,1.0,25412,1,1,1
9,5,1,5,511,1.0,1.0,25413,1,1,1
9,5,4,4,408,1.0,1.0,25414,2,1,2
1,2,4,4,407,1.0,2.0,25415,2,1,2
1,5,3,3,305,1.0,2.0,25416,1,1,1
9,3,2,6,601,1.0,2.0,25417,4,1,4
9,2,1,7,705,1.0,1.0,25418,1,1,1
1,2,6,4,409,1.0,1.0,25419,1,1,1
9,2,3,6,602,1.0,2.0,25420,2,1,2
1,4,4,3,304,1.0,2.0,25421,6,1,6
9,3,2,6,601,1.0,1.0,25422,1,1,1
1,2,0,6,601,1.0,2.0,25423,1,1,1
9,6,2,5,511,1.0,2.0,25424,1,1,1
1,3,2,5,513,1.0,2.0,25425,2,1,2
9,4,3,3,305,1.0,1.0,25426,1,1,1
9,6,3,6,600,1.0,2.0,25427,1,1,1
9,6,4,5,511,1.0,1.0,25428,1,1,1
1,6,0,4,400,,,25429,2,1,2
1,6,2,5,511,1.0,2.0,25430,1,1,1
1,6,0,6,600,1.0,1.0,25431,3,1,3
9,6,0,6,601,1.0,1.0,25432,1,1,1
1,3,3,4,400,1.0,2.0,25433,2,1,2
9,2,1,3,304,1.0,1.0,25434,1,1,1
1,2,2,6,601,1.0,1.0,25435,1,1,1
1,3,3,4,400,1.0,1.0,25436,1,1,1
9,6,0,7,705,1.0,2.0,25437,2,1,2
9,2,2,6,601,1.0,2.0,25439,2,1,2
5,2,1,7,704,1.0,1.0,25440,3,1,3
5,2,1,7,705,1.0,2.0,25442,1,1,1
9,6,0,7,706,1.0,1.0,25443,1,1,1
1,3,6,3,305,1.0,1.0,25444,1,1,1
9,6,0,3,305,1.0,1.0,25445,2,1,2
5,2,1,5,511,1.0,2.0,25446,1,1,1
9,6,0,8,802,1.0,2.0,25447,1,1,1
9,5,2,4,406,1.0,1.0,25448,1,1,1
1,3,1,5,510,1.0,1.0,25449,1,1,1
9,6,0,6,602,1.0,2.0,25450,4,1,4
9,2,2,6,602,1.0,1.0,25451,1,1,1
9,6,0,4,409,,,25452,3,1,3
9,2,1,7,705,1.0,2.0,25453,3,1,3
9,5,3,5,511,1.0,1.0,25454,1,1,1
9,6,0,4,409,,,25455,3,1,3
5,5,2,7,704,1.0,2.0,25456,1,1,1
9,5,3,3,303,1.0,2.0,25457,4,1,4
1,3,3,3,300,1.0,1.0,25458,1,1,1
9,6,0,7,705,1.0,2.0,25459,1,1,1
9,6,1,6,601,1.0,2.0,25460,1,1,1
9,2,5,4,406,1.0,1.0,25461,1,1,1
9,3,2,5,511,1.0,1.0,25462,1,1,1
9,5,4,3,303,1.0,1.0,25463,1,1,1
9,6,0,6,602,1.0,2.0,25464,3,1,3
5,5,2,3,305,1.0,1.0,25465,1,1,1
9,6,1,7,705,1.0,2.0,25466,1,1,1
9,6,2,4,409,1.0,1.0,25467,2,1,2
9,5,5,3,305,1.0,2.0,25468,1,1,1
5,1,1,7,702,1.0,1.0,25471,1,1,1
5,2,2,3,305,1.0,2.0,25472,1,1,1
9,6,0,7,701,1.0,1.0,25473,3,1,3
9,6,0,6,602,1.0,1.0,25474,2,1,2
5,6,1,4,407,1.0,2.0,25475,2,1,2
9,5,3,5,511,1.0,1.0,25476,1,1,1
9,6,0,5,510,,,25477,3,1,3
9,6,1,3,305,1.0,1.0,25478,1,1,1
9,2,0,8,801,1.0,2.0,25479,2,1,2
9,6,0,6,602,1.0,2.0,25480,3,1,3
9,5,5,3,304,1.0,1.0,25481,2,1,2
5,6,2,5,511,1.0,1.0,25482,1,1,1
9,3,3,3,305,1.0,1.0,25483,1,1,1
1,5,1,3,305,1.0,2.0,25484,1,1,1
9,2,2,7,705,1.0,2.0,25485,2,1,2
9,6,3,5,511,1.0,2.0,25486,1,1,1
9,6,0,8,802,1.0,1.0,25489,1,1,1
5,1,3,7,705,1.0,2.0,25491,1,1,1
9,6,0,3,303,1.0,1.0,25493,1,1,1
9,6,0,5,511,1.0,2.0,25494,2,1,2
1,4,1,5,511,1.0,2.0,25495,1,1,1
5,2,2,4,406,1.0,2.0,25496,2,1,2
9,6,0,7,705,1.0,1.0,25498,1,1,1
9,2,1,7,710,1.0,1.0,25500,1,1,1
9,6,0,3,305,2.0,3.0,25501,1,1,1
1,2,2,6,601,1.0,1.0,25502,2,1,2
9,6,0,6,600,1.0,2.0,25503,2,1,2
9,6,0,7,705,1.0,1.0,25504,1,1,1
9,2,2,3,305,1.0,1.0,25505,1,1,1
9,2,1,6,601,1.0,1.0,25506,1,1,1
9,3,2,8,802,1.0,1.0,25507,1,1,1
9,1,0,7,703,1.0,1.0,25508,2,1,2
9,6,0,4,408,,,25509,2,1,2
9,3,3,8,803,1.0,1.0,25510,1,1,1
9,4,6,3,303,1.0,2.0,25511,1,1,1
9,6,0,3,305,1.0,1.0,25512,2,1,2
9,6,0,5,510,1.0,1.0,25513,2,1,2
9,6,0,8,804,1.0,1.0,25514,1,1,1
9,6,0,7,702,1.0,2.0,25515,3,1,3
9,3,2,6,602,1.0,2.0,25516,2,1,2
9,2,2,7,703,1.0,2.0,25517,2,1,2
9,5,3,3,305,1.0,2.0,25518,1,1,1
9,6,0,4,407,,,25520,4,1,4
9,2,1,5,511,1.0,2.0,25521,2,1,2
9,6,0,8,801,1.0,2.0,25522,1,1,1
9,6,1,3,303,1.0,2.0,25523,1,1,1
9,6,0,7,705,1.0,2.0,25524,1,1,1
9,6,0,5,510,,,25526,3,1,3
9,2,1,6,603,1.0,2.0,25528,2,1,2
1,5,1,3,305,1.0,1.0,25529,1,1,1
9,5,3,3,305,1.0,2.0,25530,1,1,1
9,2,3,4,406,1.0,1.0,25531,2,1,2
9,2,8,3,305,1.0,1.0,25532,1,1,1
9,6,0,6,600,1.0,2.0,25533,1,1,1
9,2,5,3,305,1.0,1.0,25534,1,1,1
9,6,1,6,603,1.0,2.0,25535,2,1,2
5,5,3,4,400,1.0,1.0,25536,1,1,1
1,6,0,6,602,1.0,1.0,25537,3,1,3
9,2,4,3,302,1.0,2.0,25538,2,1,2
9,6,1,7,705,1.0,1.0,25539,1,1,1
5,6,2,7,704,1.0,2.0,25540,1,1,1
5,2,6,3,305,1.0,2.0,25541,1,1,1
9,6,0,7,703,1.0,1.0,25542,3,1,3
9,2,1,6,602,1.0,2.0,25543,3,1,3
9,2,3,5,511,1.0,2.0,25544,2,1,2
5,5,5,1,100,1.0,2.0,25545,1,1,1
5,5,2,6,601,1.0,2.0,25546,2,1,2
9,5,1,7,705,1.0,2.0,25547,1,1,1
9,6,0,7,704,1.0,2.0,25548,2,1,2
9,6,0,3,305,,,25549,8,1,8
9,4,1,7,705,4.0,2.0,25550,2,1,2
9,5,5,5,510,1.0,2.0,25551,2,1,2
9,2,1,4,400,1.0,1.0,25552,2,1,2
9,3,2,7,705,1.0,1.0,25553,1,1,1
9,2,1,4,406,1.0,2.0,25554,2,1,2
1,6,0,5,511,1.0,1.0,25555,3,1,3
5,6,1,6,601,1.0,2.0,25556,2,1,2
9,2,1,5,511,1.0,2.0,25557,2,1,2
9,3,3,7,705,1.0,1.0,25558,1,1,1
9,6,0,8,801,1.0,2.0,25559,3,1,3
1,5,1,3,304,1.0,2.0,25560,1,1,1
9,3,2,6,604,1.0,1.0,25561,2,1,2
5,6,1,6,606,1.0,1.0,25562,2,1,2
9,2,2,6,607,1.0,2.0,25563,2,1,2
5,5,3,1,100,1.0,2.0,25564,1,1,1
9,3,2,5,511,1.0,2.0,25565,2,1,2
9,6,0,5,511,1.0,1.0,25566,3,1,3
9,3,0,5,510,1.0,1.0,25567,4,1,4
9,6,2,6,601,1.0,1.0,25568,1,1,1
9,2,5,3,302,1.0,2.0,25569,1,1,1
1,2,5,3,304,1.0,2.0,25570,2,1,2
9,5,1,6,602,1.0,2.0,25571,3,1,3
5,6,1,5,510,1.0,1.0,25572,3,1,3
9,2,4,3,302,1.0,2.0,25573,2,1,2
9,5,1,3,305,1.0,2.0,25574,1,1,1
9,2,2,8,802,1.0,2.0,25575,2,1,2
5,3,3,5,511,1.0,1.0,25576,1,1,1
9,5,2,4,408,1.0,2.0,25577,3,1,3
5,6,0,5,511,1.0,2.0,25578,2,1,2
9,4,0,4,406,1.0,1.0,25579,2,1,2
5,2,6,3,305,1.0,2.0,25580,2,1,2
9,2,2,3,305,1.0,1.0,25581,1,1,1
1,6,0,4,406,1.0,2.0,25582,1,1,1
9,6,3,3,305,1.0,2.0,25583,1,1,1
9,6,0,5,511,2.0,1.0,25584,1,1,1
9,3,3,6,603,1.0,1.0,25585,1,1,1
9,6,0,4,406,,,25586,4,1,4
9,6,2,5,511,1.0,2.0,25587,1,1,1
9,2,2,5,511,1.0,2.0,25588,2,1,2
9,2,0,7,703,1.0,1.0,25589,5,1,5
9,1,3,6,601,1.0,1.0,25590,1,1,1
1,6,0,5,511,1.0,2.0,25591,2,1,2
9,6,0,3,303,1.0,1.0,25592,3,1,3
5,6,2,4,409,1.0,2.0,25593,1,1,1
1,2,4,3,305,1.0,2.0,25594,2,1,2
1,6,0,4,407,1.0,1.0,25595,1,1,1
9,6,0,4,408,,,25596,4,1,4
5,6,0,7,703,1.0,2.0,25597,3,1,3
9,2,0,6,602,1.0,1.0,25598,1,1,1
9,5,3,4,400,1.0,2.0,25599,1,1,1
9,6,0,7,705,1.0,2.0,25600,2,1,2
1,2,1,7,705,1.0,2.0,25601,3,1,3
9,6,0,5,511,1.0,2.0,25602,3,1,3
1,6,1,4,400,1.0,2.0,25603,1,1,1
9,3,2,6,602,1.0,1.0,25605,1,1,1
9,5,1,6,602,1.0,2.0,25606,1,1,1
5,2,4,3,304,1.0,2.0,25607,2,1,2
9,6,0,7,705,1.0,1.0,25608,1,1,1
9,2,4,4,409,1.0,2.0,25609,2,1,2
9,2,3,3,305,1.0,2.0,25610,2,1,2
9,1,1,5,511,1.0,2.0,25611,2,1,2
9,6,0,4,408,1.0,1.0,25612,2,1,2
1,2,2,4,408,1.0,1.0,25613,1,1,1
5,6,4,6,602,1.0,2.0,25614,1,1,1
9,2,1,5,511,1.0,1.0,25615,3,1,3
1,6,0,4,409,,,25616,8,1,8
9,6,0,4,409,,,25617,3,1,3
9,3,5,4,406,1.0,2.0,25618,2,1,2
9,2,5,4,409,1.0,1.0,25620,1,1,1
9,4,0,3,305,1.0,2.0,25621,1,1,1
9,2,2,5,511,1.0,1.0,25622,2,1,2
9,5,3,8,802,1.0,2.0,25623,1,1,1
9,6,0,7,706,1.0,2.0,25624,2,1,2
5,5,3,5,511,1.0,2.0,25625,1,1,1
9,5,4,5,511,1.0,2.0,25626,1,1,1
5,6,4,4,406,,,25627,6,1,6
9,6,0,5,512,1.0,1.0,25629,4,1,4
9,6,0,4,406,,,25630,3,1,3
5,3,2,7,705,1.0,2.0,25631,2,1,2
5,2,4,3,305,1.0,2.0,25632,3,1,3
9,3,0,6,602,1.0,2.0,25634,2,1,2
9,6,0,5,511,1.0,1.0,25635,1,1,1
1,2,6,4,408,1.0,1.0,25636,1,1,1
5,2,3,3,305,1.0,1.0,25637,1,1,1
9,6,0,7,702,1.0,1.0,25638,1,1,1
9,2,1,4,406,1.0,2.0,25639,1,1,1
9,6,2,5,510,1.0,2.0,25641,2,1,2
9,2,0,4,408,1.0,1.0,25642,2,1,2
9,5,4,6,602,3.0,1.0,25643,1,1,1
9,6,0,6,601,1.0,1.0,25644,3,1,3
5,2,1,5,511,1.0,1.0,25645,1,1,1
9,2,2,4,406,1.0,2.0,25646,1,1,1
9,2,1,4,400,1.0,1.0,25647,1,1,1
9,6,0,7,705,1.0,1.0,25648,1,1,1
5,6,2,3,305,1.0,2.0,25649,3,1,3
9,6,0,5,511,,,25650,4,1,4
9,3,1,7,705,1.0,1.0,25651,2,1,2
5,6,1,5,513,1.0,2.0,25652,4,1,4
9,6,2,5,510,1.0,2.0,25653,4,1,4
5,3,3,5,511,1.0,1.0,25654,1,1,1
1,6,0,5,511,,,25655,4,1,4
5,2,3,4,409,1.0,2.0,25656,2,1,2
9,2,2,4,408,1.0,2.0,25657,2,1,2
9,6,0,4,408,,,25659,3,1,3
9,6,1,7,705,1.0,2.0,25660,1,1,1
9,2,0,4,406,1.0,2.0,25661,2,1,2
9,3,1,6,602,1.0,2.0,25662,2,1,2
1,3,2,3,301,1.0,2.0,25663,2,1,2
9,3,0,3,303,1.0,2.0,25664,2,1,2
5,5,2,5,511,1.0,2.0,25665,1,1,1
9,2,4,7,705,1.0,2.0,25666,2,1,2
9,6,0,5,511,1.0,2.0,25667,2,1,2
5,6,1,3,305,1.0,2.0,25668,3,1,3
5,5,3,8,802,1.0,2.0,25669,2,1,2
1,6,0,7,705,1.0,2.0,25670,4,1,4
9,6,0,5,511,1.0,1.0,25671,3,1,3
5,6,10,6,602,1.0,1.0,25672,1,1,1
4,6,1,6,601,1.0,1.0,25673,4,1,4
9,6,0,4,407,,,25674,4,1,4
9,3,3,5,511,1.0,2.0,25675,2,1,2
9,1,3,5,511,1.0,2.0,25676,1,1,1
9,2,3,3,305,1.0,1.0,25677,4,1,4
9,1,2,6,603,1.0,2.0,25678,2,1,2
5,5,11,3,305,1.0,1.0,25679,1,1,1
9,2,1,7,705,1.0,2.0,25680,2,1,2
9,3,3,7,705,1.0,2.0,25681,2,1,2
9,3,1,5,511,1.0,1.0,25682,2,1,2
1,2,4,5,511,1.0,2.0,25683,2,1,2
1,6,1,5,511,1.0,1.0,25684,1,1,1
5,2,0,5,511,1.0,1.0,25685,2,1,2
9,6,0,8,801,1.0,1.0,25686,1,1,1
1,5,1,5,511,1.0,2.0,25687,1,1,1
5,6,0,3,303,,,25688,4,1,4
9,6,0,8,803,1.0,1.0,25689,1,1,1
1,2,1,5,510,1.0,2.0,25690,2,1,2
9,6,0,5,511,1.0,2.0,25691,3,1,3
9,6,0,5,513,1.0,1.0,25692,1,1,1
9,4,2,3,304,1.0,2.0,25693,1,1,1
9,2,7,3,301,1.0,2.0,25694,2,1,2
9,5,3,3,302,1.0,2.0,25695,1,1,1
1,2,2,5,511,1.0,1.0,25696,1,1,1
9,6,3,6,602,1.0,2.0,25697,1,1,1
5,6,1,6,602,1.0,2.0,25698,3,1,3
9,5,3,6,602,1.0,1.0,25699,1,1,1
9,2,1,4,409,1.0,2.0,25700,2,1,2
9,6,0,4,407,,,25701,3,1,3
9,2,1,6,602,1.0,2.0,25702,1,1,1
9,6,0,4,408,,,25703,3,1,3
9,3,3,7,710,1.0,2.0,25704,2,1,2
1,2,1,4,408,1.0,2.0,25705,1,1,1
9,6,0,4,400,,,25706,2,1,2
9,6,0,5,512,1.0,1.0,25708,2,1,2
1,3,4,4,400,1.0,2.0,25710,2,1,2
9,6,0,3,304,,,25711,4,1,4
1,2,1,5,511,1.0,2.0,25712,2,1,2
9,6,0,4,408,,,25713,3,1,3
9,2,0,7,706,1.0,2.0,25715,2,1,2
5,5,2,6,604,1.0,2.0,25717,1,1,1
9,2,1,5,511,1.0,2.0,25718,2,1,2
5,6,1,5,511,1.0,1.0,25719,2,1,2
9,6,0,7,705,1.0,2.0,25720,1,1,1
9,2,3,5,511,1.0,2.0,25721,2,1,2
9,6,0,3,303,,,25722,4,1,4
9,6,0,5,510,,,25723,4,1,4
9,6,0,7,701,1.0,1.0,25724,5,1,5
9,6,0,4,408,,,25725,2,1,2
5,2,8,3,303,1.0,1.0,25726,2,1,2
9,2,3,3,305,1.0,2.0,25727,2,1,2
5,2,5,3,305,1.0,2.0,25728,2,1,2
9,6,0,8,807,1.0,1.0,25729,1,1,1
9,1,1,5,511,1.0,2.0,25730,2,1,2
9,6,0,5,511,1.0,1.0,25731,2,1,2
1,2,1,1,100,1.0,2.0,25732,1,1,1
9,6,0,6,603,1.0,1.0,25733,4,1,4
9,6,2,3,305,1.0,1.0,25735,1,1,1
9,3,2,6,602,1.0,2.0,25736,2,1,2
9,2,1,7,705,1.0,2.0,25737,2,1,2
5,3,4,7,705,1.0,1.0,25738,1,1,1
